Uniprot,iBAQ A549_1,iBAQ A549_2,iBAQ A549_3,iBAQ GAMG_1,iBAQ GAMG_2,iBAQ GAMG_3,iBAQ HEK293_1,iBAQ HEK293_2,iBAQ HEK293_3,iBAQ HeLa_1,iBAQ HeLa_2,iBAQ HeLa_3,iBAQ HepG2_1,iBAQ HepG2_2,iBAQ HepG2_3,iBAQ Jurkat_1,iBAQ Jurkat_2,iBAQ Jurkat_3,iBAQ K562_1,iBAQ K562_2,iBAQ K562_3,iBAQ LnCap_1,iBAQ LnCap_2,iBAQ LnCap_3,iBAQ MCF7_1,iBAQ MCF7_2,iBAQ MCF7_3,iBAQ RKO_1,iBAQ RKO_2,iBAQ RKO_3,iBAQ U2OS_1,iBAQ U2OS_2,iBAQ U2OS_3
Q05084;Q96HG3;Q9UDQ6;B3FTQ2,NaN,NaN,3.759547,NaN,NaN,NaN,4.673297,4.545629,3.752387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.720862,5.136942,NaN,NaN,5.303908,6.483858,5.517447,NaN,5.028856,4.61271,NaN,NaN,4.224921,NaN,NaN,NaN
Q05086-1;Q05086;Q9BUI6;Q05086-3;Q5W7F7;Q05086-2;Q9H2G0;Q96GR7;Q9UBN9,5.226806,5.817995,5.852773,5.693666,6.224766,6.135768,6.26956,6.707195,6.19648,5.967459,5.061829,5.744942,5.498917,5.302569,5.469144,6.465264,5.749234,6.81032,6.267899,5.001907,5.531951,5.988019,6.714975,6.569912,5.471482,6.261096,5.900225,6.040563,5.788684,5.533085,6.224559,6.260095,7.008004
Q05193-1;Q05193;Q05193-4;Q05193-3;B3KU80;B4DHH5;Q59GI5;Q05193-2;B4DK06;B7ZAC0;Q05193-5,5.920942,6.414221,5.58798,5.013006,4.932529,5.345511,5.304728,5.81812,5.680099,NaN,NaN,NaN,NaN,NaN,NaN,4.744598,4.396739,5.668013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.980376,5.89651,6.119157,6.92995
Q05209;A4D1C5;B4DKY2;B4E105,4.527501,5.674043,6.080374,5.693252,5.890589,6.209515,4.736611,4.929685,4.954127,5.260715,4.976043,4.969262,4.852327,3.647217,4.441019,NaN,NaN,NaN,4.687912,3.399449,5.176062,NaN,5.170555,NaN,4.744856,5.475366,4.595541,NaN,NaN,NaN,5.701309,5.800394,6.314941
Q05331;Q15206;Q01212,NaN,NaN,3.432665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q05469-1;Q05469;A8K8W7;Q05469-2,4.797565,NaN,NaN,NaN,NaN,4.122773,3.724309,4.068223,5.571394,NaN,NaN,NaN,NaN,NaN,NaN,4.060547,NaN,4.698579,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.061415,4.003805,3.65652,NaN,4.733951
Q05513;B3KUN5;B7Z2J7;A8MU64;B7Z7K5,4.324077,4.074194,NaN,NaN,NaN,5.263328,5.209997,5.894421,5.362576,5.173274,NaN,4.576514,4.576007,4.449077,5.110051,NaN,NaN,NaN,NaN,NaN,NaN,4.585698,5.85607,4.39592,4.729432,4.948134,3.563113,4.548353,4.716521,4.734944,4.905088,NaN,5.316662
Q05519;Q8IWE6;Q05BU6;Q5HYN2;Q5T760;Q6PJB9;Q6PJY9;Q6PKC9;Q5T757;Q6MZM2;Q6N079,6.30946,6.750053,5.488466,6.576422,7.005481,6.575903,7.114611,7.82786,7.344353,7.021355,6.754157,7.095588,6.746175,6.26257,6.558384,6.730225,5.933882,7.114911,6.914634,6.482244,6.516813,6.638888,7.256958,7.146531,6.359911,6.641682,6.469085,6.829291,6.195374,6.201971,6.497731,6.831338,7.145569
Q05639;Q59GP5,7.267618,7.649296,NaN,7.134846,7.630163,6.844086,7.171609,7.862418,7.434585,NaN,NaN,NaN,5.417804,4.376905,5.143421,4.922004,4.405517,4.761251,5.052732,NaN,4.204337,8.044775,8.470337,8.194487,8.167199,8.384264,8.253072,NaN,NaN,3.965451,7.202025,7.815724,8.322736
Q05655;B4DFV1,NaN,5.691992,4.255899,NaN,NaN,4.166992,6.040048,7.603079,6.223106,5.363348,5.400417,5.844732,5.680281,5.093982,5.723882,5.713591,3.886265,5.582813,4.871713,4.24608,4.071882,6.046924,6.671525,6.079217,6.486147,6.88159,6.735974,5.72507,5.044147,5.137829,5.18047,5.635826,6.084505
Q05682-1;Q05682;Q05682-2;A8K0X1,NaN,NaN,NaN,NaN,NaN,3.890924,NaN,NaN,NaN,2.574159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q05682-5;Q05682;B4DPW5;B4E3I0;Q6P707;Q6PJM5;Q7Z2Y9;Q05682-3;Q5HY93;Q05682-4;B7Z6G4;Q9NYG1;C9J813,6.901606,7.048636,6.821907,7.558096,7.994871,7.658002,6.673638,7.089234,6.555421,6.788699,6.440074,7.007662,6.527926,6.067777,6.189911,5.059299,5.359778,NaN,NaN,NaN,NaN,6.3485,6.852321,6.434249,NaN,5.423573,NaN,5.413937,4.85251,4.747388,7.665647,7.792168,8.159176
Q05707-1;Q05707;Q05707-2;A8KAL5;C9JSX8;Q4G0W3;Q05707-3,NaN,NaN,NaN,NaN,NaN,NaN,4.298045,4.666387,5.064944,NaN,NaN,4.270259,NaN,NaN,NaN,NaN,NaN,4.395763,NaN,NaN,NaN,NaN,NaN,4.336259,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q05823;Q1RLL8;Q5W0L2;Q6AI46,NaN,NaN,4.61254,NaN,NaN,3.687877,NaN,NaN,4.946884,NaN,NaN,4.062093,NaN,NaN,NaN,4.389804,NaN,5.567026,NaN,5.680326,4.480122,NaN,5.049877,NaN,NaN,NaN,4.856264,NaN,NaN,4.426511,NaN,NaN,5.290057
Q05932-1;Q05932;B7Z2Z3;Q5JU21;Q05932-2;B3KPW4;Q5JU19;Q5JU23;Q5JU20,4.658498,NaN,5.435032,5.319169,5.513551,4.736691,NaN,5.103291,5.908619,NaN,NaN,5.61202,4.80927,4.283414,NaN,NaN,NaN,5.342541,5.357668,4.561221,5.588406,NaN,5.557928,4.999205,5.464728,6.300856,6.042615,5.629838,5.047976,5.085825,NaN,4.857435,5.303239
Q05BE5,NaN,5.310566,NaN,NaN,5.441287,NaN,NaN,5.398894,NaN,NaN,NaN,NaN,4.371493,4.367822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.480855,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q05BK6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.243484,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q05BV3-1;Q05BV3;Q05BV3-3;A6NIN2;B9EK59,NaN,5.041156,3.397957,NaN,NaN,NaN,NaN,4.92838,3.652478,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.064046,3.654311,4.820727,3.576284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.626935,NaN,NaN,NaN,NaN
Q05BV5,5.353647,6.108599,5.975312,6.322157,6.682362,6.303995,6.197611,6.134592,6.403464,5.839415,5.613207,5.983518,5.802746,6.061904,6.038223,5.694158,5.116276,5.884954,5.99049,5.045127,5.339769,5.508045,6.314268,5.820956,6.459015,6.980353,6.656194,6.500182,5.930756,5.621685,6.356637,6.194042,6.612498
Q05CM9;Q8N4N4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.578433,NaN,NaN,4.506166,NaN,NaN,NaN,NaN,NaN,4.248268,4.624849,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.116076
Q05D08,NaN,NaN,NaN,NaN,NaN,NaN,5.381999,5.778867,5.050457,NaN,4.552413,3.84552,NaN,NaN,NaN,NaN,NaN,NaN,4.756469,NaN,NaN,NaN,6.180126,4.434712,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q05D26;P51451;Q96IN1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.632832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.162982
Q05D32-1;Q05D32;Q05D32-2,5.091773,NaN,NaN,5.542825,4.902231,5.233174,5.888606,6.067108,6.072948,6.02637,5.546962,5.940984,NaN,NaN,5.290813,6.064421,5.502318,6.200468,6.062243,NaN,NaN,4.832355,5.992796,5.738321,5.873768,4.945803,5.371086,5.301811,NaN,NaN,5.554828,5.977715,6.258733
Q05DD3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.721019,4.42682,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q05DG7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q05DH4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.026329,4.376194,NaN,NaN,NaN,4.747808,5.410001,NaN,NaN,5.617168,NaN,NaN,5.00445,NaN,NaN,NaN,3.684441,NaN,5.964773,NaN,NaN,NaN,NaN,NaN,NaN,4.139091
Q06124-1;Q06124;Q06124-2;Q06124-3;B3GUD3;B3GUD4;B3GUD5;Q16344,6.453196,6.628532,5.830402,6.544117,6.830903,6.391799,6.753208,7.121921,6.815073,6.536104,5.512084,6.255417,6.186589,5.847492,6.034468,6.724604,5.863567,6.819267,6.487195,5.220056,5.065169,6.589369,6.903361,6.765549,6.555566,6.500388,6.654003,6.783089,6.504131,5.76726,6.631068,6.779661,7.202161
Q06136;B4DMX0,5.662181,6.167731,NaN,6.013806,6.773458,6.583006,6.278204,5.930032,6.230704,6.583312,5.703506,6.083646,5.261952,4.545183,NaN,6.324406,5.574413,6.624086,6.142076,4.840834,4.397593,6.04708,6.517407,6.062206,5.490619,6.012711,5.827789,6.607434,6.478956,5.488987,5.761529,6.005052,5.977074
Q06187;B2RAW1;Q3MS94;Q3MS96;Q9NPI2;Q9NPI3;Q9P0L3;Q9P0L5;Q9P0L6;Q9P0L7;Q9P0M0;Q5JY90;Q9P0L4;Q9P0L8,NaN,5.262997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.51359,5.223366,5.798858,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q06190-1;Q06190;A0JLT3;A0PJH4;B2RAL3;Q6P0N9;Q06190-2;B4DS28,NaN,NaN,NaN,5.145103,5.643966,5.230577,4.44061,4.990902,4.19852,NaN,NaN,3.448614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.287802,NaN,NaN,NaN,5.638839,5.257126,NaN,NaN,NaN,NaN,4.838452,4.804487,5.419757
Q06203;A8K4H7;Q53H22,6.012289,5.885389,6.20257,5.722881,5.964557,5.872343,6.881453,7.43629,7.065692,6.434249,6.142828,6.608119,6.931356,6.457927,6.595948,6.821972,6.111296,6.995648,7.430623,6.616181,5.382305,6.60496,7.093877,7.14392,6.707434,6.93924,6.895837,7.098886,6.233529,5.300704,7.0515,6.930959,7.364551
Q06210-1;Q06210;Q06210-2,6.73452,6.917537,6.634356,6.774699,7.159417,6.764901,6.909802,7.473166,7.153815,7.178574,6.935688,7.03587,7.619344,7.274112,7.41397,6.979129,6.395571,7.224326,6.866293,5.953823,6.194681,7.022346,7.68874,7.514906,6.964778,7.263991,7.235048,7.366889,6.893418,6.687966,7.284024,7.597157,7.828254
Q06265-2;Q06265;A5PLM5;Q06265-1;B4DXG8;Q06265-4;Q06265-3,6.239675,6.748816,5.211014,6.430897,6.951468,6.500936,6.934438,7.283007,6.963117,6.748204,6.282078,6.849634,6.271493,6.156095,6.40379,6.481256,6.211628,6.866801,6.927488,6.151646,6.149927,6.389698,6.767527,6.785728,6.505204,7.107718,6.902606,6.818622,6.247973,6.444825,6.708684,6.781396,7.175541
Q06278;B4DNI5;B4DVF1;Q9BYF0,4.875322,NaN,NaN,4.726173,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.397679,5.010554,4.93464,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.863448
Q06323;Q6FHU3;Q6IBM2;A6NJG9;Q86SZ9,7.387479,7.795477,5.745614,7.881196,8.175831,7.727769,7.408562,7.806919,7.534825,7.391535,7.09975,7.384174,8.149558,7.833109,7.946039,7.870574,7.313635,8.009366,7.159417,6.329235,5.367393,7.307475,7.675513,7.67726,7.85284,8.045636,8.026492,7.768897,7.446102,6.331812,7.324571,7.588036,8.13634
Q06330-1;Q06330;B7Z8D8;B4DY22;Q06330-6;Q06330-4;Q06330-5;Q06330-2;Q06330-3,4.15661,NaN,5.187972,4.878269,5.753798,5.794314,6.262047,6.535484,6.37838,4.792062,5.415658,4.56672,4.582222,5.291191,3.941154,6.079868,5.570181,6.546592,6.073095,5.518527,NaN,5.729942,5.823318,4.905683,5.659393,5.405005,5.751564,6.715084,6.377124,5.17035,5.684702,6.1664,6.400089
Q06481-1;Q06481;Q06481-3;B3KXX9;Q06481-2;Q06481-4;B4DTV1;B4E3I5;Q06481-5;Q9UED0,4.814547,NaN,4.888387,5.883446,6.364495,6.14445,NaN,5.073425,5.307731,4.911057,NaN,4.837904,5.947409,5.057552,5.27969,NaN,NaN,4.364645,5.417804,NaN,4.621903,5.40717,5.290458,5.015653,5.023582,5.149527,5.599326,NaN,NaN,4.065916,4.685544,NaN,4.636317
Q06520;A8K015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.308095,NaN,NaN,NaN,NaN,7.531837,7.039374,7.018659,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q06546;A8IE48;B2R8X4;Q53FW7;Q8IYS3,5.370587,6.032981,5.271028,5.599381,6.237695,5.973972,6.417604,6.739549,6.651239,6.092861,5.696426,5.921791,5.745809,5.171405,4.716204,6.053693,5.593364,6.787687,6.299289,4.997111,5.309822,5.797177,5.477078,5.80597,6.381422,6.17035,5.981465,5.50121,4.93891,5.465472,5.651675,5.950146,6.532933
Q06547-1;Q06547;A8IE52;B7Z726;B7Z8U2;Q06547-2;Q06547-3;Q06547-4,NaN,6.230985,4.761507,NaN,NaN,NaN,NaN,NaN,5.547861,6.068964,NaN,3.66664,5.272283,NaN,NaN,5.444825,NaN,6.249247,NaN,NaN,4.614148,5.055225,NaN,4.739747,5.546925,5.811984,3.705855,5.498462,NaN,5.342778,5.639656,NaN,NaN
Q06587-1;Q06587;A8JZZ0;B4DVB5;B4DW57;Q06587-2,6.281511,6.717121,5.645059,6.642078,6.874604,6.498435,6.993158,7.384067,7.023623,6.692944,6.162206,6.795393,6.528209,6.215823,6.392943,6.516046,5.953504,7.079434,6.773004,5.929832,5.618519,6.17641,7.113141,6.933477,6.462533,6.915072,6.757206,6.501511,5.981615,6.166903,6.735288,6.558145,7.218562
Q06609-1;Q06609;Q5U0A5;Q6TAR4;Q6ZNA8;B0FXP0;Q06609-2;Q9NZG9,NaN,5.347779,4.826968,4.658021,NaN,NaN,5.114377,5.96531,5.168615,5.231444,5.048908,NaN,NaN,NaN,NaN,NaN,3.865305,5.438067,5.695096,4.336019,5.23626,NaN,NaN,NaN,5.288428,5.26984,5.301833,NaN,NaN,4.112135,4.643394,5.306511,5.301984
Q06787-1;Q06787;Q59GC1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.776527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q06787-2;Q06787;B4DZ17;Q8IXW7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q06787-4;Q06787;Q06787-6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.377343,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q06787-7;Q06787,5.774699,5.957051,5.61534,6.146376,6.014898,6.31919,6.835843,7.221231,6.727061,6.250274,5.430317,6.294929,5.490366,4.510223,5.107448,NaN,4.004235,6.156065,6.070776,4.641057,5.086324,6.144107,6.194792,6.447995,6.20044,5.850548,6.303779,6.119883,5.184493,5.86324,6.041511,5.070223,6.57322
Q06830;B2R4P2;B5BU26,8.403721,8.921218,7.955019,8.707936,9.089022,8.60283,8.749242,9.247212,8.961743,8.601147,8.563137,8.740923,8.648165,8.356484,8.569491,8.349103,8.049373,8.706342,8.610266,8.275933,7.002943,8.218955,8.902144,8.834732,8.417804,8.753038,8.80618,8.540129,8.180326,7.230142,8.703412,8.867096,9.178287
Q06945,NaN,NaN,NaN,NaN,NaN,6.059677,NaN,NaN,5.069816,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q06S79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.517143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q07002-3;Q07002;B4DK03;Q5VXQ4;Q07002-2;Q5VXQ3;Q07002-1;B3KX76;B4DER5;B4DHU6;Q59G02;Q9BWF9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.362615,5.00277,5.500511,NaN,3.354339,NaN,NaN,NaN,NaN,NaN,4.873332,NaN,NaN,NaN,NaN,NaN,NaN,4.533785,4.235882,5.304641,NaN,NaN,NaN,NaN,3.890376,NaN
Q07020;Q0QEW2;B4DDY5,8.191814,8.522953,7.799471,8.257295,8.649958,8.101851,8.372691,8.919909,8.463684,8.336659,8.133475,8.377543,8.123721,8.050341,8.159748,8.043009,7.696732,8.133411,8.345942,7.962095,6.728897,8.1247,8.778317,8.65355,8.331062,8.528595,8.639616,8.377379,7.808542,6.468259,7.997779,8.348266,8.697822
Q07021;A8K651,7.505543,7.759796,6.729958,7.429203,7.6782,7.974723,8.027717,8.654687,8.175773,7.932357,6.985215,8.061378,7.661964,7.10941,7.149835,7.619563,6.960528,8.168762,8.058046,7.129755,7.25295,7.74086,8.26411,7.709991,7.529353,7.31683,7.784011,7.811676,7.868321,7.408053,7.30865,7.54501,7.853522
Q07065-1;Q07065;Q6NWZ1;Q8TB01;Q07065-2;B3KVX6,7.109916,7.350267,6.685849,7.416208,7.784382,7.576434,7.130141,7.51379,7.272561,7.530648,7.057932,7.562852,7.668628,7.115278,7.534153,5.700349,5.056562,6.401917,NaN,NaN,NaN,7.332701,7.787723,7.778325,6.980531,7.104282,7.083717,6.782343,6.140979,6.317646,7.492733,7.409053,7.949331
Q07075;B0BCY7;B0BCY8;B0BCY9;B0BCZ0;B0BCZ1;B0BCZ2;B0BCZ3;B0BCZ4;B0BCZ5;B0BCZ6;B0BCZ7;B2R8K9,NaN,NaN,NaN,NaN,NaN,NaN,5.411131,5.931458,5.600657,3.896482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q07108;B4E009;Q53ZX0;B4E0H7;Q6LAB3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.515119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q07157-1;Q07157;A9CQZ8;Q9H317,6.586812,6.862632,6.469572,6.635061,6.957703,6.82051,6.080121,6.527101,6.186052,6.094192,5.619375,6.05423,5.677297,4.984284,5.415658,NaN,NaN,NaN,6.101987,4.800999,5.50199,6.567826,7.020858,6.874818,6.080338,6.318543,6.121822,5.837841,5.429623,5.505937,6.446879,6.414221,6.943386
Q07343-3;Q07343;Q59GM8;Q5TEK4;Q07343-1;Q5TEK6;Q07343-2;A5YW33;B4DG71;Q13945;Q5TEK5,NaN,NaN,5.505882,NaN,NaN,NaN,NaN,5.493486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.209702,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.859499,NaN,NaN,NaN,NaN
Q07352;B3KNA8;B4E1N3;B4DG15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.36333,3.830306,NaN,5.727134,NaN,5.359968
Q07617,4.853911,3.910843,4.722568,5.22144,5.980176,5.182101,4.862149,5.929771,5.599905,4.714983,4.527926,5.014226,5.116541,4.990432,4.91824,4.580195,4.028896,4.897225,4.487294,NaN,NaN,3.920854,3.981198,4.580378,4.36237,5.505408,5.568026,5.614739,4.728272,4.453792,5.063258,5.591866,6.114978
Q07666-1;Q07666;B2R7B5;B4DDX2;B4E043;Q07666-2;Q07666-3,7.263376,7.565482,7.000217,7.472215,7.823213,7.851821,7.941174,8.422031,8.011232,7.651724,7.077041,7.743361,7.18738,6.674623,6.893662,7.537869,6.884818,7.825511,7.72186,7.089587,6.281965,7.42462,7.908324,7.862012,7.16462,7.521491,7.62845,7.517222,7.413585,6.237569,7.578169,7.699742,7.831659
Q07812-2;Q07812;Q5ZPJ1;Q07812-1;Q07812-8;Q07812-7;Q07812-5;O95074;Q07812-4;Q8WXU1;Q9UEI8,6.859378,7.18935,6.398374,6.828473,7.083216,6.983586,7.187239,7.379976,7.227527,6.33167,5.631839,5.9016,6.969528,6.264865,6.721777,NaN,NaN,NaN,6.429332,5.324797,5.313994,6.586407,7.051037,6.685975,6.944542,6.913665,6.685348,7.129142,6.644468,5.762963,7.180728,7.353647,7.568859
Q07817-1;Q07817;Q07817-3;Q5TE64;Q9H1R6;Q5QP56;Q07817-2;Q5TE63,6.358886,6.960808,5.656539,5.713827,6.768172,6.1924,4.693771,6.309822,5.130141,6.199453,4.6289,4.866057,6.714514,6.423656,5.882718,5.456123,NaN,5.966513,6.500648,5.424408,5.160048,5.2512,5.905585,5.869695,6.09054,6.506708,6.456639,6.446227,6.144605,6.169204,6.065057,6.241297,6.937332
Q07820-1;Q07820;B4DLY8;B4DG83;B4DU51;B4E3L8;Q07820-2,NaN,NaN,4.579555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.198794,NaN,NaN,NaN
Q07864;Q9UNF3;Q9Y5S4;Q9Y5S5;Q59EA9;Q96IE1,4.952415,5.455195,4.979043,4.518685,5.236033,4.830229,5.794111,6.501511,6.064084,5.166253,4.424457,5.092896,NaN,NaN,NaN,4.016699,3.375133,5.148016,5.861254,5.011274,5.242467,NaN,NaN,NaN,5.639656,6.222534,6.741963,4.811099,4.037904,5.282917,5.415691,5.924982,6.543919
Q07866-3;Q07866,NaN,NaN,3.385803,NaN,NaN,4.101816,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.384443,NaN,NaN,NaN,4.061716,4.972096,4.034588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.979074
Q07866-6;Q07866;Q7RTQ0;Q07866-9;Q7RTQ4;Q07866-4;Q7RTP8;Q07866-7;Q7RTQ1;Q7RTQ2;Q7RTQ3;Q07866-5;Q7RTQ8;Q07866-1;B5BU63;Q07866-2;B4DGB3;Q7RTQ7;Q7RTQ9;Q7Z5D5,6.399397,6.721844,6.207742,6.747373,7.005824,6.825374,6.870018,7.133794,6.904743,6.635353,5.49195,6.168144,6.759585,5.889375,6.457882,6.576595,5.902275,6.803164,6.41714,5.402639,3.997233,6.553531,6.929138,6.57912,6.992889,7.226652,7.006466,6.802808,6.269606,4.026901,6.824484,6.729877,7.151738
Q07866-8;Q07866,3.729116,NaN,NaN,4.145352,NaN,4.809526,NaN,NaN,NaN,4.545802,NaN,3.457382,NaN,NaN,NaN,NaN,NaN,3.473531,NaN,NaN,NaN,NaN,4.897473,3.688162,4.377616,4.759426,4.156277,NaN,NaN,NaN,NaN,NaN,NaN
Q07889;Q53SF8;Q59GG9;Q8NIA3;Q9UKX9,4.437291,5.372544,4.753223,4.90746,5.411199,4.863567,5.418931,5.897907,5.688393,4.628031,NaN,5.124504,4.78486,4.040919,3.998246,4.030357,NaN,4.905736,5.273071,3.947453,4.207338,NaN,4.412981,NaN,4.6089,5.161428,4.955736,4.215267,4.576019,3.853765,4.957133,5.115444,5.672172
Q07890;B4DJ05;B4DZB0;B7ZKT5;B7ZKT6;Q59G32,NaN,NaN,NaN,NaN,NaN,4.303001,3.986046,5.081095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.721588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.04226,NaN,NaN,3.587183,4.130108,NaN,NaN
Q07912-1;Q07912;C9J1X3,NaN,4.465055,NaN,3.95624,4.370809,4.58643,NaN,4.490787,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.697404,NaN,NaN,4.635051,NaN,NaN,4.162893,4.218457,NaN,NaN,NaN,NaN,3.716838,4.245241
Q07912-3;Q07912;Q07912-2;Q59FX1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q07954;Q59FG2;Q6LAF4;Q6LBN5,NaN,4.285827,4.435812,5.081203,5.738939,5.599435,2.765154,4.776381,4.65152,4.352241,3.774071,5.026778,4.777311,4.153967,4.009196,NaN,2.972652,4.509807,4.017492,NaN,NaN,4.406336,4.489326,4.406711,4.395623,NaN,3.696531,NaN,NaN,NaN,6.172165,5.995131,6.481156
Q07955-1;Q07955;A8K1L8;Q07955-2;Q07955-3;Q59FA2,7.700574,7.892951,7.584862,7.554586,8.085398,7.838673,8.076968,8.616644,8.075875,7.974079,7.584162,7.995481,7.678828,7.32418,7.296863,7.618832,7.23358,7.966409,8.067889,7.309353,6.331063,7.650919,8.090187,7.87755,7.87717,7.835392,7.887426,7.713784,7.723373,6.453746,7.781252,7.983166,8.348402
